Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio
2024-01-19 00:00:00.0,23.7375,30.9,15.9,,,,,,16.0,,,,0.0,,,17.82535,69,61,15.53518,,5.722223,C ,7.152779,C ,22.1,,30.23634,0.0,-20.66702
2024-01-20 00:00:00.0,21.13194,30.8,8.6,,,,,,8.7,,,,0.0,,,15.6736,69,60,13.5779,,4.304167,C ,5.380209,C ,22.7,,30.61746,0.0,-13.69501
2024-01-21 00:00:00.0,20.95139,30.0,10.4,,,,,,10.4,,,,0.0,,,16.6349,71,59,14.49438,,2.812501,C ,3.515626,C ,19.5,,28.57914,0.0,-15.10601
2024-01-22 00:00:00.0,22.54584,31.6,12.8,,,,,,12.8,,,,0.0,,,16.60454,65,52,14.38492,,3.228472,C ,4.035591,C ,22.5,,29.41501,0.0,-17.43002
2024-01-23 00:00:00.0,22.98472,31.2,14.5,,,,,,14.0,,,,0.0,,,17.92426,68,56,15.73165,,3.5125,C ,4.390625,C ,23.5,,29.94468,0.0,-19.33902
2024-01-24 00:00:00.0,23.60625,31.7,15.4,,,,,,15.0,,,,0.0,,,18.51305,70,62,16.24042,,4.933333,C ,6.166667,C ,25.8,,30.1272,0.0,-20.00302
2024-01-25 00:00:00.0,23.94723,32.8,14.3,,,,,,13.9,,,,0.0,,,18.64956,65,58,16.36797,,4.897222,C ,6.121528,C ,27.5,,29.82582,0.0,-20.25202
2024-01-26 00:00:00.0,24.55903,32.8,14.5,,,,,,13.8,,,,0.0,,,18.24286,64,57,16.01911,,5.266665,C ,6.583332,C ,25.7,,29.8893,0.0,-21.49703
2024-01-27 00:00:00.0,24.71458,33.1,15.9,,,,,,15.0,,,,0.0,,,18.6011,65,51,16.27732,,4.335418,C ,5.419273,C ,27.9,,28.10268,0.0,-21.49702
2024-01-28 00:00:00.0,24.64722,33.2,15.1,,,,,,15.2,,,,0.0,,,19.63202,68,56,17.06443,,3.079861,C ,3.849826,C ,22.8,,28.92534,0.0,-20.58402
2024-01-29 00:00:00.0,26.14027,35.4,17.8,,,,,,17.4,,,,0.0,,,21.34941,68,60,18.49528,,3.09514,C ,3.868924,C ,21.5,,24.99618,0.0,-23.82103
2024-01-30 00:00:00.0,27.58334,36.9,17.3,,,,,,16.9,,,,0.0,,,22.36469,65,56,19.23498,,3.504167,C ,4.380209,C ,20.1,,26.57718,0.0,-23.15703
2024-01-31 00:00:00.0,28.99271,,,,,,,,,,,,,,,21.25255,58,,18.42711,,,C ,,C ,23.0,,25.50966,,-22.74203
2024-02-01 00:00:00.0,29.84653,39.5,19.7,,,,,,19.2,,,,0.0,,,22.48081,59,50,19.31441,,5.201391,C ,6.501739,C ,25.5,,26.95446,0.0,-23.90403
2024-02-02 00:00:00.0,30.81597,39.9,21.2,,,,,,21.1,,,,0.0,,,19.45692,50,40,16.87194,,5.983332,C ,7.479165,C ,25.3,,28.06914,0.0,-23.90403
2024-02-03 00:00:00.0,28.8632,39.2,20.8,,,,,,20.9,,,,0.0,,,20.94093,57,45,18.06268,,7.848612,C ,9.810765,C ,38.4,,23.73864,0.0,-23.90403
2024-02-04 00:00:00.0,23.98611,31.9,15.8,,,,,,16.0,,,,0.0,,,15.82158,58,53,13.72046,,9.279167,C ,11.59896,C ,38.9,,23.76336,0.0,-21.74603
2024-02-05 00:00:00.0,26.67639,37.3,18.7,,,,,,18.9,,,,0.0,,,24.1419,68,60,20.43102,,5.042361,C ,6.302951,C ,21.8,,25.03049,0.0,-23.90403
2024-02-06 00:00:00.0,28.17221,36.4,24.0,,,,,,24.2,,,,0.0,,,27.39369,76,65,22.5233,,8.852085,C ,11.06511,C ,33.5,,14.27214,0.0,-23.90403
2024-02-07 00:00:00.0,28.80417,38.3,21.6,,,,,,21.5,,,,0.0,,,28.43295,73,64,23.1873,,4.804862,C ,6.006077,C ,29.1,,19.467,0.0,-23.90403
2024-02-08 00:00:00.0,27.70138,33.1,21.8,,,,,,22.4,,,,0.0,,,29.1645,84,72,23.58118,,5.719446,C ,7.149307,C ,32.0,,16.6509,0.0,-23.90403
2024-02-09 00:00:00.0,22.95416,27.0,21.3,,,,,,21.4,,,,0.0,,,26.12728,94,95,21.72464,,7.208333,C ,9.010416,C ,27.4,,5.25114,0.0,-23.90403
2024-02-10 00:00:00.0,25.57431,31.9,22.1,,,,,,22.1,,,,0.0,,,25.95687,79,77,21.45386,,4.327083,C ,5.408854,C ,20.1,,15.79356,0.0,-23.90403
2024-02-11 00:00:00.0,26.10487,33.2,18.8,,,,,,18.7,,,,0.0,,,26.62399,79,74,21.98657,,2.860417,C ,3.575521,C ,26.7,,25.83756,0.0,-23.90403
2024-02-12 00:00:00.0,22.66875,28.0,18.6,,,,,,18.6,,,,0.0,,,22.74021,89,88,19.22158,,9.899304,C ,12.37413,C ,37.4,,8.831401,0.0,-20.91602
2024-02-13 00:00:00.0,16.92153,23.7,9.3,,,,,,9.2,,,,0.0,,,14.2152,78,75,12.13885,,6.554168,C ,8.19271,C ,25.9,,28.83054,0.0,-7.801998
2024-02-14 00:00:00.0,18.56598,26.0,11.4,,,,,,11.2,,,,0.0,,,16.12595,77,68,14.08715,,3.004167,C ,3.755208,C ,19.0,,27.95376,0.0,-13.69501
2024-02-15 00:00:00.0,20.88611,29.4,13.0,,,,,,13.1,,,,0.0,,,18.85494,77,74,16.46461,,3.634723,C ,4.543404,C ,22.0,,26.84868,0.0,-17.26402
2024-02-16 00:00:00.0,22.49931,29.8,15.1,,,,,,15.1,,,,0.0,,,20.54456,77,71,17.84826,,3.857638,C ,4.822048,C ,21.5,,25.98078,0.0,-18.59202
2024-02-17 00:00:00.0,23.88958,30.3,18.3,,,,,,18.5,,,,0.0,,,23.28403,81,75,19.92148,,2.759028,C ,3.448785,C ,20.6,,21.0387,0.0,-23.90403
2024-02-18 00:00:00.0,23.54723,31.0,17.2,,,,,,17.3,,,,0.0,,,23.15297,83,83,19.73976,,4.509721,C ,5.637152,C ,19.9,,20.59614,0.0,-21.33102
2024-02-19 00:00:00.0,24.40597,,,,,,,,,,,,,,,23.9259,80,79,20.27553,,,C ,,C ,23.3,,24.10194,,-20.66702
2024-02-20 00:00:00.0,24.10069,32.3,16.7,,,,,,17.0,,,,0.0,,,22.72794,75,65,19.27595,,2.597222,C ,3.246528,C ,16.8,,22.93014,0.0,-21.74603
2024-02-21 00:00:00.0,25.69861,32.5,20.2,,,,,,20.3,,,,0.0,,,24.7241,78,77,20.85165,,4.300696,C ,5.37587,C ,23.8,,22.27212,0.0,-23.90403
2024-02-22 00:00:00.0,25.47709,33.0,18.4,,,,,,18.6,,,,0.0,,,23.20736,76,72,19.78973,,6.926386,C ,8.657983,C ,37.0,,23.37834,0.0,-23.90403
2024-02-23 00:00:00.0,21.12847,25.8,18.2,,,,,,18.5,,,,0.0,,,22.86716,93,91,19.60458,,6.574303,C ,8.217878,C ,27.9,,12.34656,0.0,-23.48903
2024-02-24 00:00:00.0,21.31875,28.5,15.5,,,,,,15.4,,,,0.0,,,19.68885,80,80,17.21329,,9.96875,C ,12.46094,C ,28.4,,23.49582,0.0,-20.00302
2024-02-25 00:00:00.0,20.3632,28.7,14.0,,,,,,14.4,,,,0.0,,,20.50971,85,79,17.77838,,7.788889,C ,9.736112,C ,28.8,,19.91442,0.0,-16.18501
2024-02-26 00:00:00.0,21.55626,25.3,19.0,,,,,,19.2,,,,0.0,,,24.64409,95,94,20.68616,,3.988192,C ,4.98524,C ,19.7,,7.969558,0.0,-23.90403
2024-02-27 00:00:00.0,22.93125,31.1,16.8,,,,,,17.0,,,,0.0,,,22.0736,78,77,18.64381,,2.5375,C ,3.171875,C ,12.5,,20.61575,0.0,-22.32703
2024-02-28 00:00:00.0,24.47292,31.6,17.0,,,,,,17.1,,,,0.0,,,23.73728,78,85,19.94656,,2.496528,C ,3.12066,C ,13.7,,22.8885,0.0,-22.90803
2024-02-29 00:00:00.0,23.55833,29.8,18.2,,,,,,18.3,,,,0.0,,,24.9898,87,83,20.87797,,5.975,C ,7.46875,C ,21.3,,17.89968,0.0,-23.90403
2024-03-01 00:00:00.0,22.84583,30.6,15.8,,,,,,16.0,,,,0.0,,,25.7395,89,91,21.29967,,4.29375,C ,5.367188,C ,18.6,,21.9921,0.0,-19.83702
2024-03-02 00:00:00.0,23.22638,27.0,21.6,,,,,,21.3,,,,0.0,,,25.35218,91,96,21.17032,,8.178473,C ,10.22309,C ,33.6,,5.08224,0.0,-23.65503
2024-03-03 00:00:00.0,19.38055,26.0,10.9,,,,,,10.9,,,,0.0,,,13.25586,70,60,10.97818,,6.997223,C ,8.746529,C ,26.7,,25.85736,0.0,-10.209
2024-03-04 00:00:00.0,18.08402,27.3,9.6,,,,,,9.5,,,,0.0,,,14.21739,72,61,12.11863,,4.217363,C ,5.271704,C ,19.2,,25.03476,0.0,-9.296
2024-03-05 00:00:00.0,17.47083,25.3,9.6,,,,,,9.6,,,,0.0,,,13.66981,74,72,11.56479,,4.047917,C ,5.059896,C ,16.7,,24.852,0.0,-8.050997
2024-03-06 00:00:00.0,18.22014,27.2,10.4,,,,,,10.1,,,,0.0,,,16.89027,79,80,14.73601,,5.894444,C ,7.368055,C ,24.7,,23.76923,0.0,-11.454
2024-03-07 00:00:00.0,21.45764,29.8,12.0,,,,,,11.9,,,,0.0,,,18.6027,73,65,16.26659,,6.297915,C ,7.872394,C ,27.1,,23.42946,0.0,-16.84902
2024-03-08 00:00:00.0,22.19098,31.9,18.1,,,,,,18.3,,,,0.0,,,22.81622,89,79,19.58729,,6.67847,C ,8.348087,C ,36.3,,13.70106,0.0,-23.82103
2024-03-09 00:00:00.0,22.35972,29.5,17.1,,,,,,17.3,,,,0.0,,,22.17807,86,87,19.0321,,6.514582,C ,8.143227,C ,33.3,,22.20228,0.0,-20.41802
2024-03-10 00:00:00.0,19.57847,26.5,11.2,,,,,,11.3,,,,0.0,,,22.95553,94,94,19.31337,,3.730554,C ,4.663192,C ,25.3,,9.637321,0.0,-16.01901
2024-03-11 00:00:00.0,22.15139,27.6,19.2,,,,,,19.4,,,,0.0,,,24.91549,96,92,20.99834,,7.893056,C ,9.866321,C ,47.3,,7.198201,0.0,-23.90403
2024-03-12 00:00:00.0,20.36875,26.4,18.6,,,,,,18.6,,,,0.0,,,22.43159,94,93,19.13198,,6.729862,C ,8.412327,C ,38.0,,7.046221,0.0,-23.90403
2024-03-13 00:00:00.0,20.61875,23.5,18.6,,,,,,18.9,,,,0.0,8.841184,53.0,14.90342,59,59,12.72781,,5.678474,C ,7.098093,C ,33.3,,2.88342,0.0,-23.90403
2024-03-14 00:00:00.0,22.11041,23.5,21.5,,,,,,22.0,,,,0.0,7.466427,47.0,19.33338,73,82,16.26809,,5.099999,C ,6.374999,C ,23.8,,2.4411,0.0,-23.90403
2024-03-15 00:00:00.0,22.4764,28.1,18.8,,,,,,18.8,,,,0.0,,,22.82861,81,78,18.99579,,5.950697,C ,7.438371,C ,21.1,,11.34138,0.0,-23.90403
2024-03-16 00:00:00.0,23.64029,28.8,20.8,,,,,,21.2,,,,0.0,,,23.90503,83,80,19.98069,,5.090277,C ,6.362846,C ,16.3,,9.625321,0.0,-23.82103
2024-03-17 00:00:00.0,21.29375,27.4,15.4,,,,,,15.8,,,,0.0,,,23.86872,93,93,20.16863,,9.027082,C ,11.28385,C ,27.8,,15.759,0.0,-19.33902
2024-03-18 00:00:00.0,23.54931,28.9,20.3,,,,,,20.7,,,,0.0,,,26.57072,91,91,21.73491,,8.159719,C ,10.19965,C ,27.4,,12.28236,0.0,-23.90403
2024-03-19 00:00:00.0,23.26945,29.4,18.8,,,,,,19.2,,,,0.0,,,24.74617,82,82,19.93238,,7.080555,C ,8.850695,C ,31.9,,13.4628,0.0,-23.90403
2024-03-20 00:00:00.0,21.47361,24.3,19.2,,,,,,19.5,,,,0.0,12.79911,,23.96628,97,95,20.34012,,11.4507,C ,14.31337,C ,38.7,,2.1621,0.0,-23.82103
2024-03-21 00:00:00.0,16.22847,21.2,9.0,,,,,,9.1,,,,0.0,,,12.79646,79,78,10.57101,,8.98403,C ,11.23004,C ,27.9,,21.25044,0.0,-4.232993
2024-03-22 00:00:00.0,14.83264,22.7,8.2,,,,,,7.9,,,,0.0,,,13.87204,82,81,11.69632,,5.840278,C ,7.300348,C ,20.1,,20.68416,0.0,-3.817999
2024-03-23 00:00:00.0,17.45069,24.6,12.2,,,,,,12.2,,,,0.0,,,17.46105,86,86,15.28249,,8.652776,C ,10.81597,C ,35.8,,19.85076,0.0,-13.19701
2024-03-24 00:00:00.0,20.57153,29.2,12.3,,,,,,12.4,,,,0.0,,,20.21446,84,86,17.42606,,4.28889,C ,5.361113,C ,14.7,,19.83096,0.0,-15.68701
2024-03-25 00:00:00.0,20.35417,27.4,14.3,,,,,,14.5,,,,0.0,,,17.94172,79,83,15.74275,,6.986111,C ,8.732638,C ,20.4,,20.34576,0.0,-15.27201
2024-03-26 00:00:00.0,19.1625,27.4,11.4,,,,,,11.8,,,,0.0,,,18.10247,81,78,15.5195,,5.463888,C ,6.82986,C ,19.7,,19.39548,0.0,-13.11401
2024-03-27 00:00:00.0,20.975,29.0,13.9,,,,,,14.1,,,,0.0,,,20.18232,80,86,17.30841,,6.129164,C ,7.661455,C ,22.8,,18.32862,0.0,-17.59602
2024-03-28 00:00:00.0,22.38322,29.1,16.8,,,,,,17.2,,,,0.0,,,21.11467,82,84,18.30474,,4.665036,C ,5.831295,C ,16.1,,17.2341,0.0,-21.08203
2024-03-29 00:00:00.0,20.95416,28.9,13.7,,,,,,14.0,,,,0.0,,,19.94961,82,85,17.26387,,8.116665,C ,10.14583,C ,23.0,,19.16832,0.0,-15.68701
2024-03-30 00:00:00.0,22.5368,32.8,15.7,,,,,,16.1,,,,0.0,,,22.74417,85,83,19.44386,,12.08055,C ,15.10069,C ,30.4,,16.94706,0.0,-20.00302
2024-03-31 00:00:00.0,17.44861,22.6,13.4,,,,,,14.0,,,,0.0,,,16.7931,88,89,14.71283,,10.34583,C ,12.93229,C ,26.0,,8.335501,0.0,-10.707
2024-04-01 00:00:00.0,16.37014,20.9,13.0,,,,,,13.2,,,,0.0,,,15.97738,89,90,13.95944,,6.048254,C ,7.560318,C ,19.9,,11.1879,0.0,-7.884996
2024-04-02 00:00:00.0,14.61818,22.5,6.1,,,,,,6.1,,,,0.0,,,14.15168,83,82,11.75412,,6.34236,C ,7.927951,C ,28.4,,17.42184,2.987999,-2.656
2024-04-03 00:00:00.0,16.6632,21.8,14.0,,,,,,14.3,,,,0.0,,,16.1412,85,88,13.69834,,6.797228,C ,8.496535,C ,28.6,,5.8032,0.0,-6.805996
2024-04-04 00:00:00.0,16.79444,26.1,8.9,,,,,,9.3,,,,0.0,,,14.68864,76,71,12.18163,,4.574306,C ,5.717882,C ,15.3,,18.02598,0.0,-7.303999
2024-04-05 00:00:00.0,18.47343,28.1,9.9,,,,,,10.3,,,,0.0,,,16.709,81,79,14.46002,,5.400002,C ,6.750002,C ,16.3,,17.82486,0.0,-10.126
2024-04-06 00:00:00.0,17.95972,24.9,13.2,,,,,,13.1,,,,0.0,,,17.06937,85,82,14.99158,,6.352782,C ,7.940978,C ,35.8,,12.70824,0.0,-11.786
2024-04-07 00:00:00.0,18.225,26.2,9.6,,,,,,10.0,,,,0.0,,,17.17322,83,80,14.92279,,3.327778,C ,4.159722,C ,19.2,,17.49468,0.0,-11.288
2024-04-08 00:00:00.0,18.63819,26.0,11.3,,,,,,11.6,,,,0.0,,,19.12396,86,87,16.31739,,5.489586,C ,6.861982,C ,28.9,,16.34239,0.0,-14.35901
2024-04-09 00:00:00.0,19.41598,27.3,13.6,,,,,,14.0,,,,0.0,,,18.87666,86,83,16.29424,,9.756947,C ,12.19618,C ,30.6,,15.89622,0.0,-13.28001
2024-04-10 00:00:00.0,14.15,18.3,10.8,,,,,,11.4,,,,0.0,,,12.60414,83,75,10.33471,,16.47501,C ,20.59376,C ,44.2,,11.3826,0.0,2.157999
2024-04-11 00:00:00.0,12.75903,17.4,7.4,,,,,,7.7,,,,0.0,,,12.68106,87,85,10.42283,,13.21875,C ,16.52344,C ,27.6,,9.411122,0.0,4.315997
2024-04-12 00:00:00.0,13.42709,17.9,10.3,,,,,,10.9,,,,0.0,,,15.61028,97,97,13.51162,,13.35833,C ,16.69792,C ,27.4,,5.378821,0.0,1.411
2024-04-13 00:00:00.0,16.19028,18.5,14.6,,,,,,14.6,,,,0.0,,,17.06189,90,90,14.91847,,17.20625,C ,21.50782,C ,41.0,,2.84838,0.0,-8.051007
2024-04-14 00:00:00.0,19.00902,21.7,17.5,,,,,,18.0,,,,0.0,,,15.68694,69,72,13.14946,,10.30764,C ,12.88455,C ,23.5,,2.8368,0.0,-20.16902
2024-04-15 00:00:00.0,20.94861,24.0,19.0,,,,,,19.3,,,,0.0,,,17.14393,71,73,14.56633,,10.60486,C ,13.25608,C ,44.0,,1.85238,0.0,-22.24403
2024-04-16 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-04-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-04-18 00:00:00.0,15.79583,24.5,7.7,,,,,,7.7,,,,0.0,,,14.55788,82,83,12.37228,,4.618055,C ,5.772569,C ,19.2,,14.7495,0.0,-5.976002
2024-04-19 00:00:00.0,19.05346,27.6,13.5,,,,,,13.8,,,,0.0,,,17.37205,82,82,15.27491,,9.58542,C ,11.98177,C ,29.0,,14.78964,0.0,-12.118
2024-04-20 00:00:00.0,19.65833,27.4,13.7,,,,,,13.8,,,,0.0,,,20.56028,87,84,17.8103,,5.750694,C ,7.188367,C ,21.8,,12.1287,0.0,-16.10201
2024-04-21 00:00:00.0,19.20208,21.7,17.2,,,,,,17.9,,,,0.0,,,21.45686,100,100,18.59306,,9.958331,C ,12.44791,C ,33.8,,4.55748,0.0,-20.75002
2024-04-22 00:00:00.0,17.3618,22.4,13.0,,,,,,13.4,,,,0.0,,,19.22472,96,97,16.64802,,9.680555,C ,12.10069,C ,43.8,,5.3931,0.0,-13.61201
2024-04-23 00:00:00.0,17.25417,20.6,12.6,,,,,,12.7,,,,0.0,,,13.31663,74,80,11.11448,,8.153472,C ,10.19184,C ,28.6,,14.12286,0.0,-8.548998
2024-04-24 00:00:00.0,11.98322,20.5,4.1,,,,,,4.5,,,,0.0,,,10.29853,76,70,7.335341,,3.534965,C ,4.418706,C ,17.9,,14.3427,6.141997,4.647999
2024-04-25 00:00:00.0,13.49097,17.3,10.1,,,,,,10.1,,,,0.0,,,16.03046,99,97,13.96722,,4.367362,C ,5.459202,C ,17.7,,3.7353,0.0,1.494
2024-04-26 00:00:00.0,15.98333,18.6,14.2,,,,,,14.6,,,,0.0,,,14.98027,84,88,12.75007,,6.590972,C ,8.238715,C ,32.3,,1.14216,0.0,-5.145999
2024-04-27 00:00:00.0,12.74514,18.0,8.1,,,,,,7.9,,,,0.0,,,11.14524,83,79,8.417415,,7.02361,C ,8.779512,C ,26.0,,7.89378,2.656,7.967996
2024-04-28 00:00:00.0,10.97153,21.0,2.8,,,,,,2.8,,,,0.0,,,10.11031,76,73,6.983377,,5.590971,C ,6.988714,C ,22.4,,13.94868,7.635996,4.066998
2024-04-29 00:00:00.0,14.45487,20.5,10.9,,,,,,11.1,,,,0.0,,,15.72818,90,88,13.53024,,4.364585,C ,5.455731,C ,23.7,,5.30682,0.0,-5.727002
2024-04-30 00:00:00.0,16.99583,19.0,15.9,,,,,,16.6,,,,0.0,,,15.92085,84,88,13.60745,,7.070138,C ,8.837673,C ,21.7,,1.04046,0.0,-12.20101
2024-05-01 00:00:00.0,11.93819,16.7,6.8,,,,,,7.1,,,,0.0,,,11.74044,88,88,9.28194,,7.009026,C ,8.761283,C ,27.0,,3.86934,0.332,10.79
2024-05-02 00:00:00.0,10.40764,15.4,5.5,,,,,,5.6,,,,0.0,,,9.486188,83,83,6.149377,,7.652084,C ,9.565105,C ,26.4,,12.09888,6.307997,16.18501
2024-05-03 00:00:00.0,8.190277,16.7,0.0,,,,,,0.0,,,,0.0,,,8.958637,84,81,5.229309,,3.645833,C ,4.557291,C ,17.2,,9.448324,10.458,12.61601
2024-05-04 00:00:00.0,10.86667,20.1,2.4,,,,,,2.5,,,,0.0,,,13.55975,92,89,10.86168,,4.388889,C ,5.486111,C ,21.7,,12.7095,7.635996,2.240999
2024-05-05 00:00:00.0,16.66458,20.2,14.6,,,,,,15.1,,,,0.0,,,17.67217,90,87,15.38326,,3.260415,C ,4.075518,C ,14.8,,2.39586,0.0,-11.039
2024-05-06 00:00:00.0,16.00764,17.1,14.7,,,,,,15.4,,,,0.0,,,14.48913,81,85,12.43364,,7.279862,C ,9.099828,C ,20.1,,1.2126,0.0,-4.232998
2024-05-07 00:00:00.0,15.97778,18.2,14.4,,,,,,15.1,,,,0.0,,,13.59241,74,75,11.46089,,5.72,C ,7.150001,C ,16.9,,0.2660399,0.0,-6.972004
2024-05-08 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-05-09 00:00:00.0,8.385001,17.4,0.8,,,,,,0.8,,,,0.0,,,7.930176,75,74,3.59986,,4.465714,C ,5.582143,C ,15.6,,12.64782,10.292,9.959998
2024-05-10 00:00:00.0,8.549305,16.8,1.1,,,,,,1.3,,,,0.0,,,10.17413,90,88,6.95219,,3.970833,C ,4.963541,C ,16.4,,8.29818,9.295999,11.95201
2024-05-11 00:00:00.0,9.119444,16.8,1.8,,,,,,2.1,,,,0.0,,,10.36949,90,88,7.312034,,8.590278,C ,10.73785,C ,29.1,,9.09186,9.794,13.86101
2024-05-12 00:00:00.0,8.083332,11.8,4.6,,,,,,4.9,,,,0.0,,,10.30773,98,99,7.235499,,11.23472,C ,14.0434,C ,30.0,,3.1392,11.952,
2024-05-13 00:00:00.0,5.85,13.8,0.5,,,,,,0.8,,,,0.0,,,8.001347,88,85,3.64055,,8.109028,C ,10.13628,C ,25.6,,11.67408,15.60401,11.288
2024-05-14 00:00:00.0,5.950695,14.1,-0.7,,,,,,-0.8,,,,0.0,,,7.930009,88,85,3.433621,,5.247551,C ,6.559439,C ,19.4,,11.77314,14.60801,9.296001
2024-05-15 00:00:00.0,6.441958,15.1,-0.6,,,,,,-0.3,,,,0.0,,,8.371059,84,82,4.215103,,5.604162,C ,7.005203,C ,18.8,,8.566859,12.45001,9.129998
2024-05-16 00:00:00.0,9.390972,17.7,1.3,,,,,,1.5,,,,0.0,,,9.657004,84,79,6.357757,,7.152774,C ,8.940968,C ,30.8,,10.7586,9.627999,11.537
2024-05-17 00:00:00.0,7.144445,13.2,1.8,,,,,,2.1,,,,0.0,,,9.391646,96,94,5.84608,,7.455555,C ,9.319445,C ,26.4,,9.228838,14.60801,18.34302
2024-05-18 00:00:00.0,5.10625,13.5,-1.2,,,,,,-0.9,,,,0.0,,,8.397535,93,90,4.149804,,1.270139,C ,1.587674,C ,10.4,,9.597299,15.60401,12.28401
2024-05-19 00:00:00.0,8.045833,14.6,3.7,,,,,,3.9,,,,0.0,,,9.482703,89,87,6.133286,,1.051388,C ,1.314235,C ,1.1,,6.59502,11.454,16.35101
2024-05-20 00:00:00.0,7.895833,16.1,1.0,,,,,,1.0,,,,0.0,,,9.46313,88,87,6.000383,,7.106945,C ,8.883681,C ,36.7,,9.51438,10.126,13.77801
2024-05-21 00:00:00.0,9.623611,13.7,4.8,,,,,,5.3,,,,0.0,,,12.41795,100,100,10.00966,,2.464585,C ,3.080731,C ,10.7,,1.24992,2.158,13.44601
2024-05-22 00:00:00.0,9.292307,12.8,6.5,,,,,,6.8,,,,0.0,,,11.46289,99,98,8.892376,,5.080985,C ,6.351231,C ,25.8,,2.7918,1.992,18.26002
2024-05-23 00:00:00.0,9.600001,13.0,6.4,,,,,,6.9,,,,0.0,,,10.76979,89,88,8.04451,,10.78057,C ,13.47571,C ,29.6,,2.24262,0.332,15.35501
2024-05-24 00:00:00.0,7.66434,,,,,,,,,,,,,,,8.135007,86,,3.911273,,,C ,,C ,32.6,,8.68932,,16.93202
2024-05-25 00:00:00.0,3.363194,10.9,-3.1,,,,,,-2.8,,,,0.0,,,6.659533,88,83,0.9841681,,4.465277,C ,5.581596,C ,20.2,,9.666361,16.76601,
2024-05-26 00:00:00.0,3.78125,12.3,-3.7,,,,,,-3.6,,,,0.0,,,7.51792,88,88,2.506238,,3.926389,C ,4.907986,C ,17.6,,7.45008,14.44201,
2024-05-27 00:00:00.0,6.995833,12.1,2.9,,,,,,3.0,,,,0.0,,,8.627191,90,89,4.80721,,7.076388,C ,8.845486,C ,26.5,,6.92616,15.27201,
2024-05-28 00:00:00.0,5.052777,9.9,0.3,,,,,,0.4,,,,0.0,,,9.18309,100,100,5.449999,,2.93889,C ,3.673612,C ,15.6,,2.6499,14.94001,
2024-05-29 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-05-30 00:00:00.0,11.63056,16.7,6.5,,,,,,7.1,,,,0.0,,,12.42422,92,91,10.07813,,4.648611,C ,5.810764,C ,18.8,,5.06802,1.328,9.296002
2024-05-31 00:00:00.0,10.80556,18.0,4.1,,,,,,4.6,,,,0.0,,,12.70874,94,92,10.32791,,4.202778,C ,5.253472,C ,22.7,,5.26428,3.485999,9.711
2024-06-01 00:00:00.0,14.28195,22.3,8.8,,,,,,8.4,,,,0.0,,,13.68609,89,83,11.49215,,6.211111,C ,7.763888,C ,23.5,,8.57496,0.498,2.323999
2024-06-02 00:00:00.0,8.880557,11.9,6.4,,,,,,6.6,,,,0.0,,,9.938076,92,86,6.732691,,6.43125,C ,8.039063,C ,26.1,,0.34932,5.975997,
2024-06-03 00:00:00.0,4.927083,11.9,-1.5,,,,,,-1.2,,,,0.0,,,7.92255,90,86,3.461153,,6.231946,C ,7.789933,C ,22.4,,10.02444,15.60401,
2024-06-04 00:00:00.0,6.720835,10.8,3.3,,,,,,3.5,,,,0.0,,,9.798998,94,93,6.579067,,4.757639,C ,5.947049,C ,21.2,,1.56564,9.129998,
2024-06-05 00:00:00.0,11.49028,15.1,8.4,,,,,,8.7,,,,0.0,,,14.03912,99,98,11.92858,,4.961806,C ,6.202258,C ,19.5,,2.37786,0.0,5.561001
2024-06-06 00:00:00.0,13.23681,21.8,5.2,,,,,,5.6,,,,0.0,,,15.10795,96,91,12.70112,,2.930556,C ,3.663194,C ,12.8,,7.337161,3.651999,0.9959998
2024-06-07 00:00:00.0,17.12084,23.2,12.6,,,,,,13.2,,,,0.0,,,18.28833,93,91,16.02628,,5.674307,C ,7.092884,C ,23.7,,5.93898,0.0,-10.043
2024-06-08 00:00:00.0,18.96319,23.8,14.2,,,,,,14.7,,,,0.0,,,22.06809,96,92,19.03154,,6.027778,C ,7.534723,C ,21.0,,1.51932,0.0,-20.83302
2024-06-09 00:00:00.0,19.56736,24.2,12.9,,,,,,13.1,,,,0.0,,,20.20728,95,97,17.42249,,11.10069,C ,13.87587,C ,39.7,,6.01734,0.0,-15.85301
