Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio
2024-06-10 00:00:00.0,12.11528,19.7,5.9,,,,,,6.3,,,,0.0,,,10.68245,81,69,7.834777,,5.344445,C ,6.680556,C ,23.1,,8.891341,5.145998,7.303998
2024-06-11 00:00:00.0,11.44931,15.8,3.7,,,,,,4.1,,,,0.0,,,14.64587,99,98,12.3512,,4.23125,C ,5.289063,C ,21.7,,2.71194,2.324,6.972003
2024-06-12 00:00:00.0,15.96389,22.4,10.3,,,,,,10.8,,,,0.0,,,18.98008,94,92,16.01444,,4.248612,C ,5.310765,C ,19.7,,3.29886,0.0,-10.624
2024-06-13 00:00:00.0,22.85138,27.9,19.3,,,,,,20.0,,,,0.0,,,20.85224,78,76,18.1266,,14.91597,C ,18.64496,C ,44.1,,3.40134,0.0,-23.40603
2024-06-14 00:00:00.0,16.79653,21.4,10.6,,,,,,10.9,,,,0.0,,,15.52104,89,84,13.30567,,8.086109,C ,10.10764,C ,26.5,,2.58654,0.0,-4.813992
2024-06-15 00:00:00.0,11.58681,21.0,3.0,,,,,,3.2,,,,0.0,,,10.15301,80,77,7.134104,,5.261806,C ,6.577258,C ,19.5,,8.91678,5.145998,7.303998
2024-06-16 00:00:00.0,10.60625,15.1,7.1,,,,,,7.1,,,,0.0,,,11.58664,94,96,8.979353,,3.879861,C ,4.849826,C ,17.9,,1.10046,3.983999,12.78201
2024-06-17 00:00:00.0,8.494445,19.0,-0.3,,,,,,0.2,,,,0.0,,,10.99935,90,87,7.734416,,4.026388,C ,5.032985,C ,20.4,,8.08182,8.631997,1.908999
2024-06-18 00:00:00.0,14.10278,18.0,9.0,,,,,,8.4,,,,0.0,,,16.46293,100,99,14.39924,,5.45764,C ,6.82205,C ,15.8,,0.45738,0.0,-1.991999
2024-06-19 00:00:00.0,13.09161,17.4,6.8,,,,,,6.7,,,,0.0,,,12.22876,89,88,9.7168,,7.694406,C ,9.618008,C ,23.7,,7.72242,4.315999,6.307998
2024-06-20 00:00:00.0,6.974305,17.3,-1.8,,,,,,-1.4,,,,0.0,,,9.988425,90,87,6.326362,,6.844444,C ,8.555555,C ,26.7,,7.759201,9.129998,6.142004
2024-06-21 00:00:00.0,13.60556,17.1,10.2,,,,,,10.9,,,,0.0,,,14.39982,88,83,12.17675,,5.57361,C ,6.967013,C ,19.0,,0.3650399,0.0,1.66
2024-06-22 00:00:00.0,14.80972,16.6,11.6,,,,,,12.0,,,,0.0,,,14.04124,86,92,11.79424,,9.686806,C ,12.10851,C ,34.9,,0.73266,0.0,4.786253E-8
2024-06-23 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-06-24 00:00:00.0,4.995833,11.6,-0.9,,,,,,-0.8,,,,0.0,,,8.468852,95,91,4.373495,,7.538886,C ,9.423608,C ,26.3,,5.2149,15.93601,
2024-06-25 00:00:00.0,5.755556,10.1,2.0,,,,,,2.0,,,,0.0,,,8.961623,95,93,5.26333,,3.700694,C ,4.625868,C ,14.8,,1.54098,13.94401,
2024-06-26 00:00:00.0,6.654166,14.4,-0.7,,,,,,-0.2,,,,0.0,,,8.675287,89,82,4.701108,,12.7125,C ,15.89063,C ,32.2,,5.426101,12.45001,12.36701
2024-06-27 00:00:00.0,8.547222,15.2,2.6,,,,,,3.1,,,,0.0,,,9.657902,84,77,6.39374,,9.888887,C ,12.36111,C ,23.3,,4.56444,8.465997,14.02701
2024-06-28 00:00:00.0,7.747915,12.5,2.1,,,,,,2.6,,,,0.0,,,8.168362,87,86,3.982104,,13.7507,C ,17.18837,C ,35.4,,8.251201,13.44601,
2024-06-29 00:00:00.0,3.064583,9.6,-1.6,,,,,,-1.1,,,,0.0,,,5.87232,82,76,-0.6285326,,10.95278,C ,13.69097,C ,31.0,,9.137759,17.92802,
2024-06-30 00:00:00.0,3.684028,16.6,-5.2,,,,,,-4.9,,,,0.0,,,6.397327,79,77,0.3413218,,12.86875,C ,16.08594,C ,38.0,,8.14518,15.77001,8.797997
2024-07-01 00:00:00.0,7.594444,19.6,-2.0,,,,,,-1.6,,,,0.0,,,7.644285,77,72,2.957452,,5.875,C ,7.34375,C ,19.3,,8.946362,12.28401,4.149999
2024-07-02 00:00:00.0,8.839584,21.1,0.2,,,,,,0.5,,,,0.0,,,8.514035,75,72,4.516849,,9.790275,C ,12.23784,C ,30.3,,8.494859,8.631997,4.398999
2024-07-03 00:00:00.0,6.296528,11.3,-1.0,,,,,,-1.0,,,,0.0,,,7.230434,85,88,2.208683,,6.569442,C ,8.211802,C ,21.4,,9.708422,15.43801,
2024-07-04 00:00:00.0,2.682639,12.5,-5.3,,,,,,-4.9,,,,0.0,,,5.330151,76,72,-2.105593,,6.106943,C ,7.633678,C ,26.1,,9.665759,16.60001,
2024-07-05 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-07-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-07-13 00:00:00.0,3.806945,14.3,-6.2,,,,,,-6.6,,,,0.0,,,5.489329,75,71,-1.624909,,3.893752,C ,4.86719,C ,18.3,,10.53744,15.77001,4.647998
2024-07-14 00:00:00.0,3.134722,14.1,-6.6,,,,,,-6.8,,,,0.0,,,5.945807,78,70,-0.724869,,2.739583,C ,3.424479,C ,16.8,,10.58592,14.44201,6.141997
2024-07-15 00:00:00.0,7.268532,17.3,-2.9,,,,,,-3.5,,,,0.0,,,10.12392,91,89,6.748663,,4.012588,C ,5.015735,C ,24.7,,3.80586,7.801996,11.288
2024-07-16 00:00:00.0,9.43403,18.0,0.7,,,,,,0.6,,,,0.0,,,10.76011,91,89,7.771514,,2.740278,C ,3.425348,C ,17.0,,7.07982,9.129998,11.288
2024-07-17 00:00:00.0,10.39444,19.0,1.7,,,,,,2.0,,,,0.0,,,10.77085,87,84,7.897234,,3.461808,C ,4.32726,C ,19.8,,10.0908,6.971997,9.212999
2024-07-18 00:00:00.0,11.8243,20.6,5.4,,,,,,5.5,,,,0.0,,,12.5487,89,85,10.13826,,5.121529,C ,6.401911,C ,27.5,,9.53016,4.149999,5.063001
2024-07-19 00:00:00.0,10.82222,14.2,8.2,,,,,,7.6,,,,0.0,,,10.65153,86,81,7.808119,,15.01667,C ,18.77083,C ,40.0,,4.34454,0.996,12.36701
2024-07-20 00:00:00.0,7.188889,9.5,5.1,,,,,,5.3,,,,0.0,,,10.24921,99,100,7.262997,,11.46945,C ,14.33681,C ,28.9,,0.6521401,9.794,
2024-07-21 00:00:00.0,9.693056,12.0,8.3,,,,,,8.7,,,,0.0,,,11.7866,96,94,9.279028,,7.317362,C ,9.146702,C ,21.2,,0.52284,0.0,
2024-07-22 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-07-23 00:00:00.0,11.27986,17.0,5.6,,,,,,5.9,,,,0.0,,,13.16824,93,93,10.63536,,5.0875,C ,6.359375,C ,20.1,,0.41844,2.987999,8.466004
2024-07-24 00:00:00.0,15.24305,23.1,10.8,,,,,,11.3,,,,0.0,,,13.21762,77,75,10.53097,,6.065973,C ,7.582467,C ,20.5,,3.18342,0.0,-3.070998
2024-07-25 00:00:00.0,13.0868,23.6,4.5,,,,,,3.9,,,,0.0,,,9.197524,67,63,5.718667,,5.706944,C ,7.133679,C ,17.6,,8.98086,3.983999,4.398998
2024-07-26 00:00:00.0,11.12292,21.2,1.3,,,,,,1.2,,,,0.0,,,9.244023,78,74,5.719679,,3.486806,C ,4.358507,C ,24.5,,10.67574,11.122,6.141998
2024-07-27 00:00:00.0,8.858334,20.0,1.6,,,,,,1.4,,,,0.0,,,6.972764,69,61,1.615795,,5.601386,C ,7.001732,C ,24.2,,11.4591,14.11001,8.881
2024-07-28 00:00:00.0,5.834965,12.8,-1.1,,,,,,-1.0,,,,,,,,,,,,,  ,,  ,,,,,
2024-07-29 00:00:00.0,,,,,,,,,,,,,,,,,,64,,,,  ,,  ,,,,,
2024-07-30 00:00:00.0,5.515277,14.6,-2.2,,,,,,-2.6,,,,0.0,,,7.568256,80,76,2.867396,,5.947219,C ,7.434024,C ,36.9,,10.9503,10.126,10.873
2024-07-31 00:00:00.0,11.98252,19.3,6.4,,,,,,6.6,,,,0.0,,,14.51737,94,92,12.27654,,3.768533,C ,4.710666,C ,22.9,,4.660379,0.83,1.826004
2024-08-01 00:00:00.0,19.16459,24.8,15.6,,,,,,16.0,,,,0.0,,,19.95087,85,81,17.4582,,8.849304,C ,11.06163,C ,35.9,,1.88988,0.0,-18.92402
2024-08-02 00:00:00.0,25.25069,31.9,21.5,,,,,,21.9,,,,0.0,,,19.82247,65,56,17.35485,,19.86527,C ,24.83159,C ,62.3,,4.73718,0.0,-23.90403
2024-08-03 00:00:00.0,15.85555,26.9,9.5,,,,,,9.1,,,,0.0,,,13.7286,88,84,11.36983,,13.34653,C ,16.68316,C ,67.4,,7.82142,1.494,1.162
2024-08-04 00:00:00.0,9.896528,18.0,3.5,,,,,,3.8,,,,0.0,,,9.25169,81,81,5.797645,,4.95764,C ,6.19705,C ,16.3,,5.807161,11.288,12.118
2024-08-05 00:00:00.0,9.704861,15.6,3.2,,,,,,3.2,,,,0.0,,,13.56376,100,100,11.01033,,5.732639,C ,7.165799,C ,22.0,,1.00572,6.473997,9.046999
2024-08-06 00:00:00.0,14.14375,15.9,13.0,,,,,,13.2,,,,0.0,,,15.40833,98,97,13.37256,,9.600693,C ,12.00087,C ,35.8,,0.06090001,0.0,1.992
2024-08-07 00:00:00.0,9.11528,14.1,4.4,,,,,,4.8,,,,0.0,,,9.993197,91,88,6.919815,,16.19584,C ,20.2448,C ,43.9,,10.05096,7.635996,18.09402
2024-08-08 00:00:00.0,6.398613,8.5,3.6,,,,,,3.9,,,,0.0,,,9.469555,100,100,6.114266,,21.15278,C ,26.44097,C ,48.2,,1.68972,16.60001,
2024-08-09 00:00:00.0,4.90139,10.0,-0.3,,,,,,-0.1,,,,0.0,,,7.316812,91,89,2.401538,,9.698614,C ,12.12327,C ,26.0,,12.22902,16.93201,
2024-08-10 00:00:00.0,5.946528,17.8,-2.0,,,,,,-2.1,,,,0.0,,,8.128099,78,76,3.656342,,11.67361,C ,14.59202,C ,34.8,,11.05626,9.129998,4.233
2024-08-11 00:00:00.0,10.57084,15.1,4.6,,,,,,4.7,,,,0.0,,,8.233155,72,73,4.148658,,15.08195,C ,18.85244,C ,43.6,,12.22194,5.477998,13.69501
2024-08-12 00:00:00.0,5.812499,14.5,-1.7,,,,,,-1.9,,,,0.0,,,7.67204,84,79,3.041354,,6.002776,C ,7.503469,C ,16.5,,13.25346,14.77401,10.458
2024-08-13 00:00:00.0,8.739583,19.3,0.8,,,,,,0.9,,,,0.0,,,7.856968,72,70,3.466958,,11.48819,C ,14.36024,C ,35.2,,12.40614,9.96,5.975997
2024-08-14 00:00:00.0,10.10694,20.0,2.3,,,,,,1.9,,,,0.0,,,9.182125,74,71,5.598102,,6.2375,C ,7.796875,C ,25.3,,10.49844,8.465997,6.971999
2024-08-15 00:00:00.0,10.62847,20.4,1.6,,,,,,2.0,,,,0.0,,,11.03786,87,84,8.139179,,5.618057,C ,7.022571,C ,24.8,,11.56944,7.801996,5.976002
2024-08-16 00:00:00.0,8.088196,10.9,5.6,,,,,,6.3,,,,0.0,,,10.04109,97,94,7.012659,,14.84028,C ,18.55034,C ,32.2,,5.330222,11.62,
2024-08-17 00:00:00.0,9.551388,16.3,5.5,,,,,,5.7,,,,0.0,,,11.33426,94,90,8.677438,,7.80972,C ,9.76215,C ,24.9,,5.5131,5.311998,15.02301
2024-08-18 00:00:00.0,9.186806,14.1,4.1,,,,,,4.4,,,,0.0,,,12.16771,98,96,9.457149,,7.494366,C ,9.367957,C ,23.9,,2.05212,7.967996,12.78201
2024-08-19 00:00:00.0,10.82556,,,,,,,,,,,,,,,12.30263,97,99,9.950092,,,C ,,C ,38.6,,1.53744,,10.79001
2024-08-21 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-08-22 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-08-23 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-08-24 00:00:00.0,5.18889,11.4,-1.3,,,,,,-1.4,,,,0.0,,,8.650953,98,99,4.660469,,5.84722,C ,7.309026,C ,28.2,,4.303861,15.43801,
2024-08-25 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-08-26 00:00:00.0,7.166667,15.5,-0.9,,,,,,-0.7,,,,0.0,,,8.324741,83,77,4.123901,,5.403472,C ,6.75434,C ,26.5,,13.93158,12.28401,8.963999
2024-08-27 00:00:00.0,9.24861,20.2,-0.5,,,,,,-0.2,,,,0.0,,,9.000202,78,71,5.174385,,4.565972,C ,5.707465,C ,17.5,,13.93158,9.461999,1.079
2024-08-28 00:00:00.0,10.52431,19.9,0.9,,,,,,0.9,,,,0.0,,,9.755855,80,73,6.3978,,5.295139,C ,6.618924,C ,26.1,,12.26964,9.96,3.817998
2024-08-29 00:00:00.0,9.977777,19.6,1.3,,,,,,1.5,,,,0.0,,,10.76519,86,83,7.705169,,10.48542,C ,13.10677,C ,37.3,,12.58536,7.801996,5.644001
2024-08-30 00:00:00.0,9.488194,12.0,8.0,,,,,,8.3,,,,0.0,,,11.68276,100,100,9.221676,,19.52518,C ,24.40647,C ,38.0,,0.09822,0.0,
2024-08-31 00:00:00.0,8.848937,10.2,7.8,,,,,,8.2,,,,,,,,,,,,,  ,,  ,,,,,
2024-09-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2024-09-02 00:00:00.0,12.24514,19.1,6.8,,,,,,7.0,,,,0.0,,,14.44206,96,93,12.15579,,10.6382,C ,13.29774,C ,38.7,,12.64494,0.332,2.987999
2024-09-03 00:00:00.0,13.82917,17.6,9.2,,,,,,8.7,,,,0.0,,,10.55919,72,66,7.581163,,10.04306,C ,12.55382,C ,30.2,,15.88362,0.0,2.904999
2024-09-04 00:00:00.0,11.475,20.4,4.0,,,,,,3.8,,,,0.0,,,9.428981,75,73,6.066386,,6.657638,C ,8.322047,C ,27.0,,15.76524,8.133996,7.469996
2024-09-05 00:00:00.0,9.420138,18.1,-0.3,,,,,,-0.4,,,,0.0,,,8.879793,74,73,5.097074,,9.314585,C ,11.64323,C ,32.2,,16.84158,7.635996,5.311999
2024-09-06 00:00:00.0,13.81944,21.4,9.1,,,,,,9.3,,,,0.0,,,12.2608,81,81,9.917439,,11.20486,C ,14.00607,C ,32.0,,13.76322,0.0,-0.7470012
2024-09-07 00:00:00.0,13.11667,22.9,3.0,,,,,,2.7,,,,0.0,,,10.45855,74,75,7.495055,,5.219446,C ,6.524308,C ,22.9,,18.1413,6.307997,1.909
2024-09-08 00:00:00.0,13.70764,23.2,4.4,,,,,,4.2,,,,0.0,,,10.23635,69,59,7.227016,,5.276389,C ,6.595486,C ,22.4,,16.51206,4.481998,0.3319997
2024-09-09 00:00:00.0,13.30764,20.2,5.8,,,,,,6.0,,,,0.0,,,15.75928,97,97,13.30688,,7.504166,C ,9.380207,C ,22.2,,6.051359,2.49,-0.581002
2024-09-10 00:00:00.0,13.9125,19.3,8.6,,,,,,9.0,,,,0.0,,,14.41744,91,88,11.92529,,6.609721,C ,8.262152,C ,30.8,,1.63116,0.0,1.825999
2024-09-11 00:00:00.0,13.22569,19.3,8.8,,,,,,9.1,,,,0.0,,,12.47331,87,83,10.17328,,6.765276,C ,8.456594,C ,25.4,,9.794219,0.166,4.481998
2024-09-12 00:00:00.0,11.51667,20.4,0.7,,,,,,0.6,,,,0.0,,,9.915658,76,74,6.689808,,4.246527,C ,5.308158,C ,21.8,,17.69712,7.469996,2.158001
2024-09-13 00:00:00.0,11.55834,19.3,2.9,,,,,,2.9,,,,0.0,,,11.36839,85,88,8.610458,,3.677777,C ,4.597221,C ,19.5,,10.76952,6.805997,5.228995
2024-09-14 00:00:00.0,11.29653,19.1,1.6,,,,,,1.7,,,,0.0,,,8.709288,70,64,4.862333,,5.943751,C ,7.429688,C ,25.1,,19.52094,5.809998,5.062998
2024-09-15 00:00:00.0,11.63125,20.6,2.0,,,,,,2.0,,,,0.0,,,9.845943,76,70,6.6551,,8.866664,C ,11.08333,C ,32.9,,17.72251,6.971997,4.647999
2024-09-16 00:00:00.0,14.5743,25.9,3.4,,,,,,3.5,,,,0.0,,,10.97064,68,60,8.229606,,6.584029,C ,8.230036,C ,26.8,,18.6273,5.477998,-2.739
2024-09-17 00:00:00.0,16.15695,23.8,8.9,,,,,,8.8,,,,0.0,,,13.84825,76,69,11.76114,,5.961111,C ,7.451389,C ,33.0,,12.83052,0.0,-9.296
2024-09-18 00:00:00.0,19.32917,27.5,11.9,,,,,,12.1,,,,0.0,,,17.27409,78,71,15.16817,,4.937501,C ,6.171876,C ,25.3,,16.90248,0.0,-14.60801
2024-09-19 00:00:00.0,18.03889,24.2,14.3,,,,,,13.9,,,,0.0,,,18.28558,94,98,15.83149,,7.779169,C ,9.723961,C ,40.7,,6.44754,0.0,-9.627999
2024-09-20 00:00:00.0,14.67639,23.2,7.6,,,,,,7.4,,,,0.0,,,11.71887,73,67,9.227869,,6.220833,C ,7.776041,C ,27.1,,20.06052,0.0,-2.987999
2024-09-21 00:00:00.0,16.61597,24.3,8.6,,,,,,8.5,,,,0.0,,,17.74172,87,87,15.26403,,10.27222,C ,12.84028,C ,41.0,,14.04966,0.0,-11.95201
2024-09-22 00:00:00.0,18.10347,21.7,12.5,,,,,,12.6,,,,0.0,,,18.40802,96,100,15.86779,,12.86875,C ,16.08593,C ,46.8,,7.1379,0.0,-11.205
2024-09-23 00:00:00.0,14.4632,21.8,7.7,,,,,,7.8,,,,0.0,,,12.30556,79,78,9.953407,,12.18056,C ,15.22569,C ,42.6,,18.71928,0.0,-1.411
2024-09-24 00:00:00.0,13.91527,22.6,6.3,,,,,,6.3,,,,0.0,,,11.07782,74,63,8.408573,,13.32778,C ,16.65973,C ,40.1,,19.76118,1.992,-0.4150006
2024-09-25 00:00:00.0,13.84722,21.3,8.5,,,,,,8.8,,,,0.0,,,13.05129,84,80,10.70675,,14.44931,C ,18.06163,C ,43.6,,16.39866,0.0,0.5810013
2024-09-26 00:00:00.0,12.36666,20.1,2.6,,,,,,3.0,,,,0.0,,,9.917712,73,68,6.786513,,10.35875,C ,12.94843,C ,35.3,,21.35573,4.315999,3.734997
2024-09-27 00:00:00.0,12.41678,21.7,1.9,,,,,,1.6,,,,0.0,,,11.04665,79,77,8.187147,,8.208334,C ,10.26042,C ,30.6,,20.84316,6.639997,1.742999
2024-09-28 00:00:00.0,15.92292,25.9,7.2,,,,,,6.8,,,,0.0,,,14.90107,79,77,12.72385,,9.279018,C ,11.59877,C ,29.9,,19.653,0.0,-6.225
2024-09-29 00:00:00.0,20.0028,29.2,11.7,,,,,,11.8,,,,0.0,,,18.0112,79,78,15.74037,,6.673611,C ,8.342014,C ,25.5,,21.01968,0.0,-14.19301
2024-09-30 00:00:00.0,21.34028,29.4,16.3,,,,,,16.6,,,,0.0,,,22.59484,90,88,19.20008,,12.70278,C ,15.87848,C ,37.8,,10.46328,0.0,-19.75402
2024-10-01 00:00:00.0,15.83125,23.0,6.5,,,,,,6.6,,,,0.0,,,11.99153,76,62,9.59689,,9.571522,C ,11.9644,C ,33.4,,19.59276,0.996,-1.494
2024-10-02 00:00:00.0,12.40556,19.2,5.7,,,,,,5.8,,,,0.0,,,9.067103,71,60,5.36208,,7.918744,C ,9.89843,C ,29.8,,23.17008,4.979998,5.643996
2024-10-03 00:00:00.0,11.26783,21.1,1.8,,,,,,1.5,,,,0.0,,,8.94065,69,63,5.256182,,3.633567,C ,4.541958,C ,24.5,,23.7504,6.971997,1.493999
2024-10-04 00:00:00.0,14.55874,23.1,6.6,,,,,,6.4,,,,0.0,,,10.84928,68,58,8.130462,,6.886713,C ,8.608391,C ,36.9,,23.56554,1.66,-1.992
2024-10-05 00:00:00.0,16.90417,26.9,5.5,,,,,,5.3,,,,0.0,,,13.45472,73,64,11.26138,,6.4375,C ,8.046875,C ,22.8,,23.60796,0.996,-6.224998
2024-10-06 00:00:00.0,16.99861,24.2,10.6,,,,,,10.6,,,,0.0,,,15.24186,81,76,13.16827,,11.31389,C ,14.14236,C ,33.5,,18.32946,0.0,-9.960001
2024-10-07 00:00:00.0,17.10972,21.1,13.8,,,,,,14.0,,,,0.0,,,18.44682,95,95,16.15619,,4.854167,C ,6.067709,C ,18.5,,8.4162,0.0,-11.288
2024-10-08 00:00:00.0,15.44375,21.2,10.0,,,,,,10.3,,,,0.0,,,14.88042,88,94,12.40961,,13.41875,C ,16.77343,C ,35.2,,20.35752,0.0,-2.407002
2024-10-09 00:00:00.0,14.25903,22.2,6.7,,,,,,6.9,,,,0.0,,,13.29323,80,75,11.08166,,10.15,C ,12.6875,C ,31.0,,22.5801,0.332,-3.817998
2024-10-10 00:00:00.0,17.46875,24.6,12.2,,,,,,12.6,,,,0.0,,,14.91636,78,72,12.91435,,4.113194,C ,5.141493,C ,20.5,,24.53771,0.0,-10.043
2024-10-11 00:00:00.0,18.70556,29.7,8.8,,,,,,9.3,,,,0.0,,,13.13742,61,69,10.63637,,9.083216,C ,11.35402,C ,31.0,,24.42031,0.0,-9.711
2024-10-12 00:00:00.0,16.67343,23.5,10.9,,,,,,11.0,,,,0.0,,,16.08051,88,86,13.95805,,6.336111,C ,7.920139,C ,25.6,,16.12176,0.0,-7.469998
2024-10-13 00:00:00.0,15.19444,19.3,12.4,,,,,,12.6,,,,0.0,,,15.3803,90,97,13.01312,,5.765971,C ,7.207463,C ,26.5,,4.43046,0.0,-3.568998
2024-10-14 00:00:00.0,14.90277,20.1,7.8,,,,,,8.1,,,,0.0,,,15.749,87,94,13.16055,,4.898612,C ,6.123266,C ,23.3,,4.87734,0.0,-6.225002
2024-10-15 00:00:00.0,19.12916,26.7,12.0,,,,,,12.3,,,,0.0,,,16.34276,74,84,13.85652,,8.47153,C ,10.58941,C ,30.0,,21.52812,0.0,-12.61601
2024-10-16 00:00:00.0,18.88334,27.9,9.0,,,,,,8.9,,,,0.0,,,15.46285,74,69,13.34667,,5.556946,C ,6.946182,C ,20.2,,23.62416,0.0,-11.288
2024-10-17 00:00:00.0,18.5875,24.7,14.8,,,,,,15.1,,,,0.0,,,18.27969,88,83,15.91233,,9.058336,C ,11.32292,C ,25.3,,11.89008,0.0,-11.039
2024-10-18 00:00:00.0,18.8632,28.3,9.1,,,,,,9.2,,,,0.0,,,13.78033,65,58,11.51064,,5.282639,C ,6.603298,C ,21.8,,24.41718,0.0,-11.122
2024-10-19 00:00:00.0,20.2743,28.9,10.3,,,,,,10.4,,,,0.0,,,17.02317,71,77,14.5272,,8.297915,C ,10.37239,C ,29.8,,23.20914,0.0,-15.27201
2024-10-20 00:00:00.0,22.32778,31.8,12.6,,,,,,12.7,,,,0.0,,,20.50541,75,67,17.73368,,11.16181,C ,13.95226,C ,47.0,,23.81833,0.0,-17.84502
2024-10-21 00:00:00.0,26.46459,34.0,20.1,,,,,,20.5,,,,0.0,,,25.57339,78,68,21.44069,,8.680554,C ,10.85069,C ,29.7,,23.83974,0.0,-23.90403
2024-10-22 00:00:00.0,23.01389,30.2,17.4,,,,,,17.2,,,,0.0,,,20.93644,78,72,17.93043,,13.00208,C ,16.2526,C ,32.3,,17.41938,0.0,-22.99103
2024-10-23 00:00:00.0,18.58959,21.8,16.9,,,,,,17.4,,,,0.0,,,14.68418,71,66,12.062,,9.697918,C ,12.1224,C ,27.2,,1.14996,0.0,-17.59602
2024-10-24 00:00:00.0,16.52168,20.9,14.1,,,,,,14.5,,,,0.0,,,14.49762,78,88,11.62112,,12.63986,C ,15.79982,C ,32.2,,4.10334,0.0,-6.058998
2024-10-25 00:00:00.0,14.025,18.8,10.7,,,,,,10.4,,,,0.0,,,12.49506,82,99,9.880933,,10.85556,C ,13.56945,C ,43.5,,9.93648,1.494,4.813998
2024-10-26 00:00:00.0,14.30834,24.9,4.4,,,,,,4.4,,,,0.0,,,12.0275,75,62,9.472075,,9.950001,C ,12.4375,C ,34.9,,23.90129,5.477998,-2.656
2024-10-27 00:00:00.0,17.64445,26.5,7.8,,,,,,7.8,,,,0.0,,,15.25029,78,69,13.12712,,9.019442,C ,11.2743,C ,32.2,,21.80712,0.0,-8.382998
2024-10-28 00:00:00.0,19.92778,29.1,11.0,,,,,,11.1,,,,0.0,,,17.60099,77,68,15.35011,,10.27222,C ,12.84028,C ,30.1,,24.13734,0.0,-13.19701
2024-10-29 00:00:00.0,21.8875,30.3,13.4,,,,,,13.7,,,,0.0,,,20.09719,80,75,17.4575,,8.204164,C ,10.2552,C ,23.9,,25.671,0.0,-16.26801
2024-10-30 00:00:00.0,22.40626,31.5,12.7,,,,,,12.9,,,,0.0,,,18.27078,72,58,15.93929,,7.424304,C ,9.28038,C ,25.6,,27.1929,0.0,-18.34302
2024-10-31 00:00:00.0,22.42569,29.7,14.1,,,,,,13.9,,,,0.0,,,21.59091,81,75,18.63708,,5.50139,C ,6.876737,C ,20.7,,26.13937,0.0,-20.41802
2024-11-01 00:00:00.0,24.32153,32.4,14.7,,,,,,14.9,,,,0.0,,,23.25834,76,78,19.39263,,7.987501,C ,9.984377,C ,28.7,,25.91826,0.0,-21.33102
2024-11-02 00:00:00.0,19.69305,23.6,14.5,,,,,,14.7,,,,0.0,,,19.31478,91,97,16.69756,,11.45139,C ,14.31423,C ,41.1,,4.17066,0.0,-17.84502
2024-11-03 00:00:00.0,17.44166,26.0,10.5,,,,,,10.7,,,,0.0,,,16.12127,76,82,13.46871,,10.81042,C ,13.51302,C ,33.4,,26.47314,0.0,-12.45001
2024-11-04 00:00:00.0,18.81527,22.8,14.6,,,,,,15.1,,,,0.0,,,17.52988,82,90,14.48538,,9.695824,C ,12.11978,C ,39.6,,8.23842,0.0,-13.69501
2024-11-05 00:00:00.0,17.55972,25.7,9.3,,,,,,9.4,,,,0.0,,,13.11373,64,70,10.29895,,5.048611,C ,6.310763,C ,21.0,,26.4126,0.0,-7.552997
2024-11-06 00:00:00.0,18.38531,28.1,10.8,,,,,,10.2,,,,0.0,,,17.39002,78,74,15.06974,,6.718182,C ,8.397727,C ,28.7,,23.71735,0.0,-13.86101
2024-11-07 00:00:00.0,18.8257,23.5,13.6,,,,,,13.7,,,,0.0,,,17.51707,87,88,15.37594,,14.11111,C ,17.63889,C ,36.9,,26.38391,0.0,-12.45001
2024-11-08 00:00:00.0,17.69861,27.1,7.8,,,,,,7.9,,,,0.0,,,15.02635,74,73,12.6117,,4.393056,C ,5.49132,C ,18.6,,28.21092,0.0,-8.714998
2024-11-09 00:00:00.0,20.80625,29.1,12.7,,,,,,12.2,,,,0.0,,,17.95056,75,69,15.7478,,6.618748,C ,8.273436,C ,23.8,,29.1129,0.0,-16.60001
